aX,aY,aZ,gX,gY,gZ
0.271,1.157,-0.334,63.477,20.996,35.645

0.241,1.362,-0.326,63.232,26.245,15.259

0.196,1.567,-0.336,60.242,32.227,-6.470

0.142,1.744,-0.346,51.941,37.476,-27.771

0.081,1.871,-0.362,39.368,41.748,-45.227

0.000,1.973,-0.354,21.240,44.373,-57.800

-0.106,2.068,-0.354,0.000,47.424,-67.810

-0.208,2.140,-0.372,-23.193,47.668,-76.355

-0.274,2.166,-0.405,-47.852,41.199,-83.496

-0.290,2.119,-0.437,-75.073,30.823,-88.196

-0.263,2.018,-0.441,-103.943,23.560,-88.745

-0.210,1.869,-0.415,-133.179,20.569,-86.914

-0.162,1.714,-0.347,-159.607,17.029,-86.792

-0.149,1.521,-0.305,-180.298,11.108,-90.393

-0.164,1.355,-0.228,-199.890,8.911,-99.915

-0.197,1.205,-0.144,-216.187,7.629,-108.948

-0.235,1.054,-0.080,-227.234,4.211,-114.624

-0.254,0.914,-0.055,-234.253,-1.282,-115.417

-0.260,0.784,-0.063,-236.938,-9.460,-112.000

-0.242,0.678,-0.072,-240.112,-18.677,-105.530

-0.194,0.565,-0.089,-242.493,-28.015,-97.412

-0.127,0.458,-0.099,-244.019,-38.147,-90.149

-0.043,0.359,-0.104,-245.667,-46.570,-89.233

0.034,0.270,-0.116,-245.178,-53.162,-96.069

0.089,0.198,-0.126,-243.835,-57.434,-110.779

0.120,0.139,-0.129,-241.455,-60.486,-130.981

0.138,0.094,-0.147,-237.061,-61.584,-155.396

0.157,0.070,-0.203,-232.056,-63.416,-181.519

0.137,-0.041,-0.230,-231.384,-65.735,-206.299

0.050,-0.235,-0.127,-238.708,-59.387,-219.788

0.014,-0.432,-0.017,-244.568,-47.180,-216.248

0.044,-0.602,0.008,-242.493,-46.326,-200.684

0.127,-0.718,0.000,-238.708,-52.612,-185.547

0.208,-0.805,-0.001,-236.938,-59.509,-173.462

0.299,-0.899,0.002,-236.755,-62.439,-162.537

0.361,-1.017,0.011,-237.671,-61.340,-149.658

0.420,-1.175,0.063,-241.943,-55.786,-132.996

0.455,-1.344,0.145,-241.760,-46.204,-116.028

0.495,-1.345,0.202,-241.943,-39.856,-98.511

0.523,-1.311,0.150,-224.670,-44.617,-82.397

0.615,-1.263,0.069,-208.618,-49.805,-69.153

0.714,-1.255,0.009,-197.510,-47.791,-60.974

0.752,-1.235,-0.023,-192.749,-40.710,-64.026

0.764,-1.220,-0.027,-190.613,-34.485,-75.256

0.753,-1.244,-0.050,-186.218,-29.541,-89.172

0.684,-1.260,-0.050,-182.922,-22.827,-105.225

0.581,-1.266,-0.030,-180.176,-15.930,-118.164

0.466,-1.359,-0.022,-174.377,-11.108,-119.751

0.378,-1.367,0.004,-169.128,-5.127,-112.976

0.325,-1.330,0.002,-161.072,-2.258,-100.891

0.315,-1.292,-0.040,-149.048,-5.554,-86.365

0.332,-1.239,-0.093,-138.794,-10.132,-74.402

0.343,-1.180,-0.135,-133.667,-14.282,-67.078

0.358,-1.136,-0.160,-132.690,-18.372,-62.073

0.383,-1.113,-0.164,-135.925,-20.386,-58.289

0.398,-1.099,-0.142,-142.151,-20.752,-56.152

0.412,-1.122,-0.069,-148.926,-20.386,-54.810

0.406,-1.207,0.052,-152.161,-18.127,-53.406

0.399,-1.279,0.144,-148.132,-14.526,-50.964

0.385,-1.338,0.199,-136.719,-13.977,-45.593



0.671,-1.742,0.476,33.997,26.733,29.724

0.715,-1.924,0.572,44.373,33.325,31.494

0.741,-2.069,0.688,57.678,38.818,30.151

0.754,-2.200,0.775,77.881,45.898,27.039

0.747,-2.288,0.840,104.248,50.964,21.973

0.698,-2.306,0.850,132.812,53.223,13.977

0.645,-2.300,0.841,161.865,53.467,5.859

0.563,-2.222,0.794,188.232,53.345,-0.061

0.466,-2.148,0.747,212.097,53.040,-0.244

0.378,-2.039,0.691,232.056,54.871,9.766

0.293,-1.914,0.649,248.352,57.373,27.710

0.245,-1.781,0.597,263.672,58.533,52.490

0.224,-1.671,0.551,275.330,59.387,79.590

0.179,-1.536,0.536,282.349,61.768,104.980

0.120,-1.373,0.507,290.161,64.087,129.333

0.086,-1.218,0.464,299.316,64.026,154.968

0.070,-1.075,0.439,305.420,63.538,178.467

0.058,-0.931,0.415,309.631,64.087,198.853

0.052,-0.780,0.396,311.584,64.392,215.332

0.042,-0.651,0.372,314.819,65.735,229.492

0.014,-0.500,0.335,317.566,67.688,237.122

-0.019,-0.338,0.308,319.519,67.749,238.831

-0.029,-0.207,0.265,322.266,65.369,239.075

-0.055,-0.091,0.209,323.242,59.875,238.037

-0.094,0.010,0.160,321.228,54.993,236.694

-0.124,0.107,0.108,316.589,53.589,234.497

-0.157,0.194,0.052,310.059,51.575,231.262

-0.177,0.271,0.016,300.781,48.767,226.746

-0.200,0.329,-0.022,291.077,43.213,222.534

-0.178,0.382,-0.040,280.762,38.269,217.285

-0.154,0.435,-0.040,270.081,34.851,211.548

-0.121,0.487,-0.061,261.536,33.264,201.904

-0.080,0.538,-0.074,254.822,31.555,189.026

-0.049,0.588,-0.096,249.268,30.945,173.645

-0.041,0.636,-0.134,244.934,29.785,154.175

-0.030,0.690,-0.167,240.051,27.893,134.338

-0.021,0.739,-0.191,233.032,27.039,116.882

-0.021,0.772,-0.219,225.708,26.672,102.173

-0.026,0.810,-0.251,218.445,24.963,91.187

-0.014,0.845,-0.283,208.679,23.071,82.703

0.022,0.874,-0.307,196.533,21.790,76.294

0.075,0.910,-0.320,182.861,21.484,71.411

0.126,0.946,-0.343,170.105,20.691,68.481

0.180,0.966,-0.375,159.058,20.447,66.040

0.225,0.979,-0.404,148.193,21.118,62.622

0.260,0.991,-0.419,137.085,23.132,57.007

0.290,0.983,-0.433,126.892,24.170,50.720

0.299,0.997,-0.440,116.089,25.879,44.922

0.298,1.001,-0.417,104.370,30.457,37.903

0.287,1.017,-0.391,94.177,36.560,30.029

0.233,1.057,-0.355,86.914,41.138,19.653

0.180,1.125,-0.337,81.726,43.579,7.080

0.117,1.240,-0.352,77.026,43.091,-3.906

0.071,1.370,-0.373,70.068,39.368,-13.855

0.054,1.479,-0.426,61.157,35.950,-19.165

0.064,1.592,-0.474,47.058,31.189,-23.865

0.073,1.673,-0.510,28.748,28.564,-28.503

0.026,1.752,-0.500,6.714,31.616,-34.058

-0.042,1.824,-0.458,-17.761,36.865,-44.556

-0.127,1.864,-0.415,-39.124,36.011,-57.556

-0.219,1.910,-0.369,-59.265,29.724,-71.655

-0.261,1.926,-0.359,-79.285,21.912,-83.923

-0.257,1.897,-0.381,-99.243,12.573,-91.858

-0.207,1.821,-0.376,-120.789,5.981,-96.130

-0.138,1.698,-0.337,-143.250,3.357,-98.511

-0.070,1.587,-0.254,-164.490,3.906,-101.624

-0.031,1.456,-0.184,-180.115,3.967,-108.276

-0.016,1.317,-0.156,-189.819,1.831,-119.202

-0.015,1.203,-0.144,-199.524,-0.244,-133.606

-0.054,1.083,-0.135,-209.167,-3.418,-145.874

-0.085,0.953,-0.145,-218.567,-6.042,-150.635

-0.105,0.809,-0.144,-229.675,-9.033,-147.888

-0.102,0.685,-0.142,-243.042,-12.939,-140.137

-0.070,0.559,-0.144,-255.371,-17.761,-130.188

-0.021,0.423,-0.132,-265.808,-23.682,-122.009

0.045,0.275,-0.104,-272.705,-28.259,-117.126

0.131,0.111,-0.091,-274.536,-32.166,-117.249

0.197,-0.073,-0.088,-271.606,-35.828,-123.596

0.226,-0.250,-0.066,-266.846,-36.499,-135.986

0.231,-0.408,-0.047,-257.629,-35.889,-151.978

0.216,-0.505,-0.071,-244.080,-36.743,-167.419

0.180,-0.554,-0.124,-230.835,-39.856,-178.223

0.154,-0.574,-0.203,-221.191,-43.274,-179.016

0.173,-0.579,-0.249,-219.788,-46.143,-172.119

0.204,-0.596,-0.264,-224.487,-48.950,-159.607

0.250,-0.602,-0.250,-233.582,-49.683,-145.020

0.320,-0.621,-0.212,-244.263,-49.072,-131.592

0.401,-0.680,-0.182,-252.930,-47.974,-124.084

0.437,-0.752,-0.124,-260.071,-47.241,-125.610

0.414,-0.864,-0.008,-264.709,-44.922,-131.592

0.357,-0.944,0.085,-261.658,-40.588,-135.803

0.290,-1.006,0.118,-249.390,-38.940,-132.263

0.266,-1.021,0.102,-234.070,-40.405,-119.934

0.279,-0.982,0.088,-219.604,-42.114,-101.501

0.295,-0.904,0.015,-208.801,-45.654,-81.177

0.350,-0.835,-0.013,-203.247,-46.936,-61.279

0.443,-0.806,-0.045,-201.843,-48.767,-46.875

0.498,-0.812,-0.057,-204.529,-51.636,-45.044

0.520,-0.818,-0.055,-212.097,-54.504,-56.519

0.521,-0.822,-0.026,-222.595,-55.542,-75.073

0.483,-0.824,0.005,-234.192,-56.580,-93.628

0.420,-0.856,0.058,-245.667,-57.190,-109.070

0.339,-0.956,0.184,-257.935,-55.420,-117.249

0.297,-1.082,0.369,-265.015,-45.776,-112.183

0.292,-1.169,0.491,-262.268,-35.095,-99.243

0.320,-1.244,0.553,-250.305,-31.616,-80.261

0.360,-1.368,0.638,-235.901,-30.884,-62.256

0.409,-1.477,0.687,-218.506,-26.123,-48.828

0.438,-1.558,0.701,-197.571,-21.729,-42.969

0.459,-1.614,0.661,-176.575,-20.630,-40.710

0.462,-1.630,0.621,-159.119,-21.240,-42.236

0.453,-1.621,0.586,-145.752,-22.705,-43.518

0.452,-1.606,0.562,-134.705,-23.376,-41.138

0.447,-1.601,0.553,-125.061,-22.095,-36.133

0.448,-1.594,0.557,-115.173,-18.921,-29.297

0.457,-1.593,0.570,-104.248,-15.686,-21.667

0.475,-1.606,0.587,-91.492,-12.573,-14.160

0.492,-1.606,0.585,-77.026,-9.155,-7.874

0.497,-1.577,0.562,-61.035,-6.958,-4.700



0.505,-1.465,0.461,-29.663,-6.531,-3.296

0.508,-1.406,0.409,-18.799,-7.263,-3.235

0.510,-1.344,0.366,-11.536,-6.897,-2.808

0.515,-1.292,0.338,-7.996,-5.615,-1.587

0.514,-1.247,0.323,-6.226,-3.235,0.305

0.516,-1.205,0.313,-4.883,-0.977,2.197

0.515,-1.164,0.314,-3.418,0.854,3.052

0.512,-1.135,0.315,-0.977,2.136,2.380

0.503,-1.100,0.300,2.808,2.747,0.610

0.489,-1.062,0.271,7.202,2.563,-1.038

0.481,-1.025,0.250,10.437,2.136,-1.770

0.468,-0.996,0.253,11.780,2.319,-2.075

0.455,-0.981,0.248,13.184,2.930,-2.502

0.440,-0.966,0.236,15.259,3.357,-2.441

0.430,-0.941,0.226,16.174,4.028,-2.075

0.415,-0.922,0.217,15.991,4.150,-1.709

0.405,-0.905,0.216,14.465,4.456,-0.549

0.396,-0.899,0.221,12.634,5.188,0.793

0.386,-0.896,0.227,11.108,5.737,2.197

0.380,-0.889,0.226,10.254,6.409,3.601

0.374,-0.874,0.220,10.437,6.409,5.127

0.367,-0.859,0.208,11.108,6.042,6.470

0.361,-0.847,0.194,11.475,5.432,7.446

0.357,-0.837,0.177,10.803,4.944,8.240

0.359,-0.827,0.167,8.728,4.395,8.972

0.364,-0.829,0.167,5.676,4.333,10.071

0.368,-0.831,0.175,2.441,4.578,10.193

0.369,-0.836,0.183,-0.122,4.639,9.338

0.371,-0.850,0.190,-1.953,4.517,8.423

0.376,-0.863,0.202,-3.296,4.456,7.690

0.378,-0.876,0.219,-3.967,4.761,6.958

0.383,-0.886,0.232,-3.662,5.432,6.165

0.385,-0.897,0.241,-2.502,6.042,5.005

0.382,-0.903,0.247,-1.160,5.981,3.174

0.377,-0.909,0.245,0.000,5.005,0.854

0.374,-0.919,0.243,0.732,4.211,-0.977

0.370,-0.921,0.246,0.793,3.845,-1.709

0.369,-0.930,0.246,1.221,3.723,-2.075

0.367,-0.935,0.246,1.770,3.601,-2.441

0.366,-0.933,0.245,2.258,3.296,-2.686

0.365,-0.928,0.246,2.991,2.625,-2.686

0.368,-0.925,0.248,3.540,2.014,-2.258

0.373,-0.926,0.251,4.395,2.258,-1.343

0.372,-0.920,0.256,4.822,2.991,-0.793

0.369,-0.920,0.252,5.920,3.296,0.305

0.368,-0.917,0.243,7.263,3.357,1.221

0.367,-0.908,0.236,7.874,3.235,1.770

0.370,-0.896,0.226,8.362,2.502,1.831

0.374,-0.894,0.223,7.874,1.953,1.587

0.379,-0.907,0.233,6.287,1.892,1.282

0.379,-0.933,0.256,3.967,2.625,1.221

0.383,-0.960,0.282,2.930,3.601,2.441

0.389,-0.986,0.309,3.052,4.700,4.395

0.400,-1.006,0.331,4.883,6.104,6.531

0.406,-1.010,0.325,9.338,7.446,8.118

0.410,-0.997,0.296,15.442,7.019,7.507

0.403,-0.964,0.260,21.484,4.822,4.761

0.397,-0.918,0.220,26.123,2.380,1.160

0.393,-0.880,0.172,29.358,0.244,-0.916

0.390,-0.847,0.130,29.968,-0.183,-1.770

0.382,-0.818,0.102,27.954,0.061,-2.014

0.375,-0.803,0.080,24.048,0.305,-1.953

0.372,-0.812,0.058,18.738,0.610,-1.343

0.367,-0.767,0.060,11.841,1.099,-1.343

0.356,-0.774,0.080,5.920,1.526,0.427

0.361,-0.787,0.075,2.625,0.916,3.967

0.366,-0.800,0.084,-1.709,1.282,5.920

0.370,-0.816,0.102,-5.493,1.587,7.812

0.371,-0.827,0.127,-9.277,1.465,8.850

0.384,-0.841,0.142,-11.780,2.991,10.132

0.399,-0.844,0.164,-13.733,4.150,10.437

0.400,-0.856,0.178,-15.076,1.953,11.414

0.418,-0.867,0.182,-15.564,1.526,11.047

0.426,-0.870,0.190,-17.151,1.221,9.338

0.434,-0.883,0.201,-18.982,0.732,6.592

0.433,-0.894,0.221,-21.362,0.977,3.418

0.435,-0.915,0.244,-23.499,2.075,0.854

0.419,-0.927,0.260,-24.414,2.808,-1.282

0.409,-0.937,0.282,-23.560,3.418,-3.052

0.417,-0.942,0.277,-21.118,3.601,-4.211

0.378,-0.935,0.287,-17.212,3.662,-2.441

0.399,-0.911,0.297,-13.306,4.333,-4.639

0.390,-0.902,0.276,-7.935,2.869,-5.188

0.386,-0.894,0.237,-2.075,0.122,-3.723

0.387,-0.898,0.218,1.587,-1.343,-3.052

0.387,-0.886,0.217,2.869,-1.282,-2.258

0.395,-0.876,0.221,3.174,-0.610,-2.380

0.388,-0.909,0.215,4.944,-0.732,-2.136

0.379,-0.902,0.237,2.136,-2.380,-1.099

0.389,-0.905,0.216,2.563,-1.587,-0.183

0.384,-0.931,0.223,3.174,-0.488,0.671

0.373,-0.929,0.238,0.671,0.732,0.061

0.363,-0.941,0.225,-1.404,1.831,-1.648

0.361,-0.942,0.205,-1.770,-2.563,-2.686

0.365,-0.956,0.170,-5.188,-4.700,-2.441

0.346,-0.999,0.124,-11.841,-9.033,-1.221

0.335,-0.919,0.191,-23.621,-17.578,2.258

0.367,-0.842,0.264,-26.855,-10.925,1.648

0.388,-0.843,0.276,-26.367,-1.160,0.061

0.378,-0.847,0.264,-27.710,-1.404,3.052

0.381,-0.877,0.256,-26.367,-2.747,6.409

0.395,-0.872,0.256,-23.804,-2.563,8.362

0.409,-0.859,0.267,-23.010,-1.526,8.850

0.417,-0.858,0.273,-21.973,-0.977,8.484

0.427,-0.857,0.276,-21.667,-2.075,7.874

0.430,-0.847,0.276,-20.142,-2.563,8.362

0.434,-0.868,0.285,-17.578,-2.197,7.507

0.439,-0.856,0.275,-15.076,-1.770,7.812

0.446,-0.877,0.280,-14.709,-1.343,5.920

0.442,-0.896,0.274,-16.235,-1.587,5.676

0.463,-0.925,0.282,-17.395,-1.892,6.714

0.429,-0.879,0.287,-20.325,-3.296,8.789

0.429,-0.881,0.294,-21.667,-3.906,6.653

0.432,-0.878,0.295,-21.240,-3.662,5.310

0.432,-0.876,0.306,-21.057,-4.456,4.639

0.442,-0.878,0.306,-20.325,-3.540,2.625

0.430,-0.871,0.316,-20.142,-4.150,1.404

0.432,-0.870,0.325,-18.433,-3.052,0.061

0.429,-0.867,0.325,-16.663,-0.916,-1.099



0.297,-1.509,1.312,-25.391,13.794,11.536

0.322,-1.724,1.529,-20.020,18.433,18.005

0.312,-1.897,1.735,2.014,26.917,30.090

0.266,-1.979,1.884,39.429,40.649,44.922

0.226,-1.931,1.941,90.454,54.016,65.735

0.212,-1.831,1.949,140.808,63.293,88.867

0.237,-1.760,1.919,183.899,70.618,105.591

0.258,-1.702,1.857,222.900,75.928,113.464

0.248,-1.628,1.766,257.263,79.956,114.868

0.237,-1.551,1.684,286.194,83.191,112.793

0.207,-1.494,1.638,309.937,86.548,111.877

0.225,-1.472,1.545,333.069,87.402,114.929

0.237,-1.386,1.446,351.257,82.031,118.408

0.259,-1.239,1.346,366.638,76.965,120.911

0.249,-1.051,1.215,382.263,71.594,122.864

0.226,-0.838,1.035,397.034,66.895,125.000

0.221,-0.620,0.831,406.921,62.683,130.493

0.248,-0.447,0.612,408.081,60.547,138.306

0.246,-0.275,0.395,401.245,64.392,147.461

0.228,-0.111,0.205,388.000,72.571,155.273

0.226,0.021,0.071,371.216,81.909,163.330

0.223,0.122,-0.056,352.112,90.820,170.654

0.198,0.208,-0.143,331.482,97.107,175.415

0.195,0.252,-0.188,311.279,100.769,176.819

0.206,0.238,-0.226,295.044,100.708,176.147

0.197,0.237,-0.233,280.212,97.595,170.654

0.202,0.222,-0.241,268.677,94.177,160.828

0.194,0.184,-0.253,260.437,88.989,150.757

0.170,0.171,-0.255,252.563,82.764,140.930

0.136,0.182,-0.267,247.131,77.637,134.766

0.121,0.187,-0.288,244.324,74.036,134.583

0.116,0.202,-0.328,242.859,69.946,137.329

0.128,0.223,-0.378,240.662,64.941,139.404

0.144,0.231,-0.418,237.305,60.730,138.428

0.144,0.264,-0.464,232.117,54.443,134.216

0.154,0.294,-0.500,225.708,47.485,127.808

0.157,0.305,-0.502,218.140,43.213,123.108

0.161,0.339,-0.511,210.937,41.077,119.629

0.194,0.336,-0.540,204.895,38.452,116.211

0.223,0.334,-0.559,196.533,35.706,112.183

0.266,0.330,-0.578,187.439,33.630,106.140

0.291,0.318,-0.585,179.260,30.640,100.769

0.320,0.317,-0.580,171.265,30.029,97.046

0.338,0.326,-0.572,163.879,31.494,94.788

0.374,0.312,-0.563,157.959,32.959,93.994

0.412,0.305,-0.544,152.222,34.485,94.055

0.441,0.321,-0.506,146.667,36.133,93.750

0.429,0.371,-0.460,142.334,39.246,93.079

0.399,0.457,-0.429,140.686,44.617,91.614

0.370,0.575,-0.421,141.846,48.950,88.501

0.318,0.738,-0.415,142.151,53.223,81.848

0.296,0.920,-0.400,142.578,58.899,71.777

0.233,1.143,-0.423,142.639,64.514,58.533

0.143,1.383,-0.445,142.639,68.726,40.039

0.066,1.636,-0.495,140.686,68.542,17.700

0.002,1.883,-0.599,136.108,62.683,-5.066

-0.063,2.066,-0.740,126.038,53.528,-25.757

-0.146,2.189,-0.876,106.079,43.579,-42.786

-0.269,2.284,-0.944,74.036,36.194,-57.556

-0.375,2.324,-0.955,35.767,31.128,-70.190

-0.458,2.292,-0.933,-2.563,22.095,-78.430

-0.459,2.202,-0.894,-42.175,9.888,-83.557

-0.403,2.048,-0.825,-82.581,-2.014,-85.571

-0.337,1.815,-0.738,-120.239,-11.658,-84.717

-0.290,1.571,-0.618,-154.297,-15.869,-87.097

-0.248,1.340,-0.488,-184.814,-18.494,-95.276

-0.234,1.102,-0.301,-208.496,-24.048,-107.788

-0.269,0.966,-0.142,-224.548,-29.602,-123.840

-0.292,0.901,-0.038,-230.408,-39.429,-140.808

-0.309,0.823,-0.033,-223.083,-54.138,-146.423

-0.274,0.751,-0.098,-211.182,-66.467,-144.226

-0.199,0.714,-0.212,-204.224,-76.294,-138.123

-0.125,0.668,-0.325,-205.505,-80.994,-129.639

-0.042,0.597,-0.374,-216.125,-82.031,-123.779

0.049,0.495,-0.350,-234.070,-82.947,-124.023

0.126,0.370,-0.299,-251.892,-85.144,-129.700

0.228,0.264,-0.256,-267.944,-87.097,-140.442

0.298,0.149,-0.213,-282.471,-87.036,-155.090

0.313,0.041,-0.137,-295.959,-85.632,-172.729

0.301,-0.080,-0.064,-307.129,-84.351,-191.833

0.278,-0.266,0.025,-315.674,-85.693,-205.078

0.255,-0.412,0.125,-321.777,-88.684,-210.388

0.233,-0.477,0.185,-324.707,-90.027,-210.632

0.224,-0.518,0.205,-324.707,-90.820,-203.308

0.215,-0.561,0.214,-324.158,-89.844,-189.331

0.224,-0.603,0.227,-327.698,-87.036,-174.805

0.258,-0.684,0.298,-334.045,-84.045,-160.400

0.264,-0.780,0.364,-339.600,-82.458,-150.696

0.291,-0.850,0.496,-348.633,-78.186,-144.592

0.287,-0.896,0.586,-339.600,-78.064,-142.151

0.299,-0.913,0.656,-328.552,-78.430,-141.113

0.310,-0.972,0.636,-310.547,-75.256,-139.893

0.285,-1.024,0.615,-298.950,-73.547,-135.925

0.261,-1.035,0.640,-295.349,-68.604,-133.728

0.259,-1.063,0.689,-293.091,-60.425,-129.211

0.232,-1.133,0.749,-289.124,-54.321,-122.314

0.242,-1.202,0.840,-284.668,-52.002,-117.554

0.250,-1.238,0.896,-276.611,-50.293,-111.816

0.218,-1.323,0.957,-265.686,-47.852,-105.835

0.201,-1.425,1.044,-252.930,-42.236,-97.900

0.201,-1.488,1.098,-234.497,-33.142,-85.754

0.234,-1.487,1.083,-208.374,-27.527,-70.740

0.274,-1.456,1.016,-177.063,-24.719,-55.664

0.326,-1.386,0.912,-148.193,-21.545,-45.166

0.373,-1.293,0.815,-125.549,-20.447,-41.199

0.396,-1.220,0.744,-110.291,-21.545,-43.091

0.403,-1.182,0.693,-104.248,-24.841,-49.744

0.383,-1.171,0.665,-104.492,-28.137,-57.983

0.360,-1.168,0.647,-106.201,-29.419,-63.965

0.340,-1.169,0.635,-108.032,-28.503,-64.514

0.323,-1.154,0.661,-110.413,-25.757,-62.256

0.316,-1.170,0.690,-108.948,-22.461,-57.922

0.322,-1.177,0.700,-101.440,-18.921,-50.964

0.334,-1.151,0.706,-92.468,-15.442,-44.922

0.344,-1.112,0.710,-83.008,-12.329,-39.551

0.349,-1.073,0.705,-74.463,-8.911,-36.560

0.349,-1.038,0.689,-68.054,-6.287,-36.194

0.344,-1.010,0.669,-63.110,-5.127,-38.086

0.330,-0.984,0.657,-60.669,-5.310,-40.222



0.188,-1.304,1.185,57.983,16.113,24.170

0.206,-1.354,1.364,76.477,27.161,34.119

0.222,-1.420,1.517,102.966,41.382,45.532

0.221,-1.506,1.633,134.460,57.800,58.289

0.185,-1.627,1.688,164.673,75.439,75.439

0.120,-1.717,1.743,192.749,91.248,100.159

0.097,-1.789,1.802,221.619,104.004,125.854

0.097,-1.861,1.834,255.432,110.291,148.743

0.132,-1.835,1.818,292.053,106.323,162.903

0.225,-1.770,1.751,330.750,96.069,169.128

0.300,-1.691,1.648,366.333,80.383,161.621

0.340,-1.551,1.502,396.179,58.411,143.799

0.349,-1.386,1.297,421.814,39.001,126.282

0.333,-1.189,1.062,440.125,26.062,117.859

0.314,-1.026,0.826,449.097,22.888,121.033

0.274,-0.897,0.602,447.327,31.738,133.423

0.226,-0.766,0.445,434.326,42.419,147.217

0.212,-0.644,0.336,415.466,47.302,160.706

0.207,-0.573,0.263,396.790,46.936,173.401

0.202,-0.523,0.242,379.761,49.744,184.570

0.168,-0.473,0.262,366.211,56.641,193.054

0.153,-0.392,0.275,358.582,59.204,195.679

0.106,-0.311,0.226,358.032,53.284,195.740

0.055,-0.202,0.153,357.788,45.166,194.397

0.029,-0.130,0.068,355.713,39.734,194.336

-0.014,-0.060,0.008,350.281,35.645,195.496

-0.035,0.010,-0.028,342.346,34.912,196.289

-0.061,0.070,-0.047,334.778,32.410,196.777

-0.068,0.126,-0.063,327.881,25.330,195.679

-0.051,0.152,-0.080,321.106,16.907,195.007

-0.058,0.195,-0.074,311.951,9.705,194.946

-0.057,0.304,-0.050,302.185,4.089,194.336

-0.040,0.389,-0.051,295.227,-0.061,195.068

0.013,0.437,-0.075,288.635,-4.150,195.618

0.039,0.500,-0.084,279.358,-7.385,193.115

0.061,0.591,-0.083,268.005,-8.118,187.561

0.078,0.689,-0.094,257.874,-7.141,181.641

0.132,0.768,-0.130,248.962,-6.897,174.805

0.154,0.823,-0.156,238.525,-6.897,167.664

0.191,0.880,-0.171,226.013,-4.395,158.936

0.250,0.903,-0.178,211.975,-0.854,149.902

0.287,0.867,-0.180,198.547,2.136,141.052

0.291,0.830,-0.170,184.998,6.714,132.996

0.304,0.805,-0.152,171.875,12.390,126.526

0.298,0.835,-0.137,159.973,17.151,122.253

0.291,0.899,-0.119,148.926,20.996,117.065

0.309,0.964,-0.127,140.686,23.437,111.938

0.330,1.022,-0.152,133.545,23.804,106.506

0.306,1.116,-0.142,124.390,25.330,97.595

0.290,1.237,-0.136,114.624,29.785,83.557

0.279,1.355,-0.200,108.582,31.921,69.458

0.281,1.439,-0.301,101.257,29.053,54.810

0.267,1.501,-0.377,90.149,27.954,42.053

0.243,1.586,-0.406,72.144,31.494,28.564

0.202,1.692,-0.374,51.270,37.842,12.268

0.128,1.803,-0.317,30.457,45.166,-6.531

0.047,1.930,-0.272,11.230,50.476,-28.564

-0.078,2.073,-0.262,-6.775,52.429,-54.932

-0.202,2.241,-0.306,-25.818,50.781,-85.205

-0.284,2.335,-0.415,-47.241,41.809,-112.793

-0.320,2.310,-0.524,-73.303,29.297,-130.676

-0.278,2.141,-0.568,-105.774,25.635,-138.123

-0.268,1.944,-0.455,-143.616,26.184,-136.230

-0.244,1.727,-0.302,-180.237,28.320,-134.094

-0.221,1.538,-0.135,-211.182,29.663,-136.658

-0.247,1.385,0.008,-233.826,26.245,-142.151

-0.283,1.274,0.125,-248.596,19.165,-152.344

-0.307,1.208,0.162,-253.113,11.169,-162.048

-0.301,1.198,0.114,-252.808,-0.977,-168.701

-0.243,1.185,0.012,-253.723,-15.198,-170.288

-0.135,1.140,-0.100,-261.841,-26.794,-167.725

0.010,1.034,-0.177,-279.175,-33.203,-164.551

0.162,0.845,-0.181,-304.626,-34.546,-165.405

0.270,0.613,-0.126,-333.740,-31.555,-172.852

0.354,0.369,-0.031,-362.671,-26.184,-186.951

0.409,0.059,0.074,-388.672,-21.118,-206.421

0.343,-0.370,0.282,-409.485,-13.550,-221.069

0.303,-0.698,0.536,-419.983,2.380,-228.516

0.296,-0.961,0.673,-408.569,9.460,-230.530

0.321,-1.142,0.615,-374.084,2.808,-222.900

0.398,-1.168,0.455,-333.923,-3.418,-216.431

0.383,-1.184,0.353,-297.485,-10.559,-215.698

0.376,-1.081,0.167,-281.738,-18.616,-212.158

0.401,-1.020,0.073,-265.442,-18.738,-205.200

0.405,-0.960,0.003,-261.353,-19.165,-195.557

0.444,-0.937,-0.006,-263.306,-15.686,-184.326

0.450,-0.972,0.040,-269.592,-9.888,-175.049

