aX,aY,aZ,gX,gY,gZ
0.168,0.712,0.864,8.118,22.766,-21.790

0.146,0.705,0.875,9.705,20.447,-25.330

0.144,0.734,0.873,14.404,16.052,-29.236

0.167,0.788,0.865,21.667,11.963,-34.485

0.192,0.845,0.889,28.687,10.559,-41.748

0.229,0.915,0.908,36.865,11.169,-50.720

0.305,1.010,0.918,42.847,11.475,-59.387

0.368,1.099,0.923,47.119,10.925,-64.819

0.416,1.165,0.942,48.096,10.315,-67.627

0.446,1.221,0.986,46.326,9.155,-69.092

0.468,1.297,1.016,44.434,8.545,-68.970

0.503,1.388,1.007,47.058,8.728,-67.871

0.575,1.507,0.998,51.514,10.437,-69.458

0.672,1.615,0.982,54.321,12.695,-77.271

0.753,1.725,0.980,53.467,14.282,-90.149



0.838,1.927,1.008,38.269,17.761,-117.004

0.828,1.975,0.997,30.579,22.766,-127.808

0.773,1.923,0.957,23.376,31.189,-138.062

0.642,1.697,0.884,8.911,42.542,-150.574

0.467,1.395,0.858,-23.010,54.382,-163.818

0.194,0.944,0.811,-70.740,63.477,-172.729

-0.243,0.488,0.756,-140.930,63.965,-173.828

-0.837,-0.240,0.616,-204.346,53.162,-163.818

-1.534,-1.252,0.521,-251.099,27.588,-143.066

-2.100,-2.502,0.476,-287.781,-15.686,-124.329

-2.452,-3.621,0.447,-317.383,-84.045,-116.028

-2.359,-4.000,0.499,-308.960,-172.607,-112.732

-2.028,-4.000,0.845,-207.336,-259.583,-105.713

-1.647,-4.000,1.498,-21.362,-300.964,-110.596

-1.151,-4.000,2.428,128.601,-263.916,-137.146

-0.347,-4.000,3.163,202.393,-158.081,-153.625

0.580,-3.674,3.468,214.722,-52.368,-145.508

1.185,-3.037,3.305,184.143,20.325,-109.436

1.192,-2.401,2.763,126.221,72.815,-41.687

0.711,-1.927,2.179,41.382,117.188,51.514

0.027,-1.738,1.780,-46.082,151.733,139.282

-0.663,-1.734,1.395,-99.426,155.640,191.223

-1.078,-1.646,1.089,-111.938,124.939,213.501

-1.198,-1.354,0.830,-102.295,82.642,216.431

-1.132,-1.011,0.699,-85.266,39.795,200.134

-0.982,-0.786,0.720,-73.303,3.723,170.532

-0.842,-0.706,0.802,-57.007,-12.085,137.390

-0.685,-0.660,0.910,-33.691,-7.019,108.887

-0.573,-0.542,0.921,-7.812,8.972,87.585

-0.513,-0.460,0.885,21.912,25.818,70.923

-0.413,-0.483,0.880,49.927,36.865,53.772

-0.249,-0.519,0.920,67.139,40.833,40.405

-0.073,-0.488,0.982,66.772,36.133,38.513

0.070,-0.401,1.001,54.565,23.010,49.072

0.154,-0.249,0.995,40.283,7.324,67.810

0.217,-0.166,0.932,35.950,-3.845,86.853

0.297,0.054,0.885,12.939,-7.019,98.633

0.344,0.159,0.822,12.146,-2.197,100.830

0.360,0.251,0.762,20.874,9.155,96.191

0.380,0.292,0.724,35.339,23.437,87.830

0.382,0.285,0.707,47.546,34.485,80.383

0.369,0.293,0.694,48.462,39.429,75.439

0.361,0.339,0.667,40.588,39.124,73.975

0.369,0.404,0.653,28.931,33.875,75.134

0.353,0.445,0.675,19.653,26.733,76.477

0.364,0.522,0.688,16.602,20.020,75.378

0.381,0.601,0.694,24.292,13.367,68.909

0.394,0.687,0.723,23.254,8.179,59.631

0.430,0.732,0.745,21.301,4.395,48.096

0.433,0.715,0.784,15.808,-0.061,36.804

0.419,0.686,0.830,0.977,-4.456,27.283

0.401,0.649,0.859,-13.367,-9.338,20.081

0.377,0.618,0.833,-23.804,-14.587,14.099

0.360,0.572,0.818,-30.762,-20.081,8.301

0.372,0.538,0.825,-34.729,-24.780,2.747

0.402,0.505,0.825,-38.025,-28.931,-1.892

0.430,0.491,0.817,-39.124,-33.203,-4.272

0.445,0.480,0.828,-36.316,-36.560,-4.517

0.463,0.445,0.836,-30.396,-36.987,-2.686

0.469,0.416,0.862,-22.583,-34.668,1.831

0.448,0.386,0.900,-14.160,-29.419,8.606

0.413,0.367,0.948,-4.395,-21.362,15.930

0.377,0.353,0.980,9.399,-12.695,23.132

0.363,0.339,0.989,23.560,-4.211,30.029

0.363,0.357,0.987,30.640,2.625,35.522

0.349,0.403,0.977,31.067,7.385,39.551

0.330,0.422,0.980,32.654,11.902,43.335

0.320,0.418,0.973,36.499,15.442,44.922

0.307,0.399,0.948,37.048,16.907,43.579

0.303,0.441,0.942,24.414,16.968,39.978

0.303,0.466,0.926,14.465,16.357,34.668

0.289,0.465,0.920,10.010,14.160,30.151

0.280,0.460,0.917,1.526,10.986,26.123

0.251,0.422,0.899,-9.644,7.324,21.973

0.270,0.454,0.897,-22.278,4.944,16.235

0.236,0.387,0.901,-23.315,0.305,9.583

0.253,0.389,0.926,-38.330,-2.258,7.324

0.285,0.362,0.940,-36.072,-5.005,4.761

0.301,0.347,0.954,-28.687,-9.521,6.531

0.314,0.342,0.948,-22.644,-13.855,11.108

0.312,0.340,0.933,-19.775,-15.625,16.846

0.310,0.339,0.934,-19.226,-12.817,20.935

0.314,0.345,0.939,-18.677,-5.737,23.315

0.313,0.355,0.946,-16.968,3.845,24.719

0.307,0.365,0.948,-14.587,14.099,25.818

0.303,0.363,0.942,-11.353,22.766,25.940

0.299,0.360,0.926,-10.010,27.771,25.146

0.298,0.363,0.906,-10.437,29.541,24.292

0.296,0.367,0.882,-11.902,28.564,23.376

0.289,0.374,0.865,-12.878,25.024,21.912

0.282,0.383,0.834,-12.024,19.897,19.653

0.276,0.401,0.805,-8.423,14.282,17.822

0.270,0.412,0.785,-2.258,10.254,15.930

0.266,0.422,0.783,5.737,7.507,13.489

0.260,0.436,0.785,14.160,5.676,9.949

0.263,0.456,0.787,22.705,4.456,6.226

0.272,0.475,0.797,30.884,3.357,2.625

0.281,0.509,0.818,38.635,2.441,-0.610

0.297,0.549,0.834,44.861,2.258,-3.540

0.301,0.589,0.854,49.011,2.625,-6.714

0.293,0.642,0.878,51.819,3.723,-9.583

0.276,0.686,0.904,53.467,5.310,-13.489

0.263,0.752,0.924,53.955,6.897,-20.020

0.269,0.831,0.914,54.688,8.972,-26.733

0.293,0.907,0.927,55.664,11.780,-32.410

0.323,0.997,0.929,57.739,15.198,-35.583

0.354,1.120,0.927,62.134,17.700,-36.072

0.357,1.282,0.927,69.214,20.081,-33.691

0.366,1.450,0.926,78.552,26.184,-30.640

0.395,1.632,0.932,86.426,36.743,-31.006

0.395,1.809,0.943,91.064,48.706,-34.424

0.418,1.987,0.990,92.896,59.326,-40.649

0.512,2.182,1.023,92.041,67.566,-49.438

0.638,2.374,1.096,88.440,69.946,-60.608

0.778,2.580,1.189,78.796,64.758,-72.937

0.918,2.777,1.223,58.228,57.251,-84.229

0.970,2.889,1.225,23.499,51.147,-94.421

0.899,2.815,1.151,-21.912,50.598,-103.088

0.766,2.464,0.956,-73.914,60.364,-113.281



0.160,1.292,0.510,-210.571,74.341,-137.695

-0.310,0.479,0.245,-282.288,59.265,-149.353

-0.885,-0.454,0.104,-337.402,25.635,-159.119

-1.612,-1.669,-0.140,-350.403,-34.668,-163.513

-2.015,-3.084,-0.325,-322.083,-133.301,-165.894

-2.064,-3.795,-0.292,-286.987,-282.288,-172.302

-2.010,-3.763,-0.016,-212.402,-442.993,-163.025

-1.937,-4.000,0.770,-46.936,-523.560,-154.114

-1.788,-4.000,2.137,133.423,-475.159,-159.424

-1.313,-4.000,3.592,245.667,-314.941,-158.264

-0.325,-3.953,4.000,262.390,-126.038,-146.912

0.386,-2.910,4.000,201.416,-5.615,-131.287

0.498,-2.197,3.485,132.385,59.021,-97.778

0.396,-2.067,2.749,93.811,109.497,-51.331

0.278,-2.017,2.028,44.678,151.672,-3.174

0.083,-1.843,1.422,-21.606,159.241,42.725

-0.202,-1.628,1.025,-75.317,131.714,88.623

-0.493,-1.432,0.776,-89.783,94.849,123.779

-0.712,-1.115,0.619,-79.102,60.852,141.968

-0.765,-0.762,0.562,-63.660,37.598,144.287

-0.702,-0.546,0.603,-46.997,23.560,132.996

-0.675,-0.517,0.722,-29.297,10.437,112.061

-0.688,-0.523,0.845,-10.925,-2.258,89.417

-0.691,-0.536,0.973,3.174,-10.559,69.214

-0.712,-0.493,1.050,13.184,-14.160,51.880

-0.695,-0.487,1.104,18.799,-16.052,31.921

-0.625,-0.573,1.139,24.414,-13.977,7.080

-0.464,-0.717,1.189,22.949,-11.536,-13.611

-0.220,-0.796,1.280,9.399,-7.935,-16.602

-0.052,-0.766,1.315,-5.371,-7.446,1.648

-0.001,-0.654,1.274,-15.137,-11.047,37.231

-0.038,-0.554,1.179,-20.264,-10.315,77.515

-0.101,-0.556,1.098,-17.517,-1.038,107.422

-0.145,-0.505,1.046,-26.245,17.090,120.605

-0.165,-0.469,0.970,-31.250,37.476,121.033

-0.177,-0.375,0.904,-22.156,54.138,116.089

-0.155,-0.277,0.838,-0.488,61.401,110.779

-0.129,-0.219,0.796,28.809,58.594,106.689

-0.091,-0.147,0.796,49.072,51.392,101.746

-0.022,-0.083,0.827,59.631,43.762,95.825

0.044,-0.056,0.865,67.444,38.635,90.759

0.101,0.014,0.930,67.810,35.767,87.952

0.145,0.064,1.001,74.585,35.156,86.060

0.200,0.112,1.042,82.336,37.598,85.754

0.265,0.174,1.048,85.999,40.222,88.501

0.309,0.251,1.038,86.975,41.321,91.736

0.316,0.317,1.039,82.092,41.870,92.407

0.342,0.324,1.025,76.233,43.335,89.905

0.378,0.336,1.012,68.970,43.762,83.740

0.416,0.386,1.001,62.317,41.992,74.158

0.455,0.420,0.969,61.829,38.025,63.354

0.489,0.479,0.943,57.251,33.264,54.199

0.493,0.511,0.928,48.889,29.907,46.631

0.504,0.520,0.919,42.419,27.466,40.283

0.495,0.495,0.900,32.654,25.269,33.325

0.497,0.503,0.864,15.564,24.658,24.902

0.505,0.517,0.810,0.671,23.865,19.470

0.501,0.520,0.764,-10.803,22.522,17.578

0.501,0.510,0.745,-18.799,21.057,18.188

0.494,0.499,0.723,-17.395,18.616,19.592

0.469,0.502,0.713,-9.155,15.015,20.813

0.456,0.536,0.737,0.977,13.428,21.362

0.465,0.566,0.776,10.071,14.893,20.752

0.484,0.596,0.802,14.587,16.296,20.325

0.481,0.615,0.839,11.658,15.198,21.545

0.466,0.631,0.884,3.906,13.855,23.804

0.454,0.640,0.895,-4.089,13.000,25.391

0.453,0.687,0.890,-13.000,11.780,25.330

0.449,0.696,0.874,-21.606,10.681,23.193

0.443,0.696,0.870,-28.748,11.658,20.935

0.444,0.688,0.855,-35.461,14.221,19.104

0.442,0.688,0.829,-42.236,16.541,17.090

0.430,0.661,0.808,-45.654,18.127,15.625

0.392,0.643,0.824,-44.800,18.860,14.954

0.372,0.534,0.782,-41.260,16.724,13.794

0.378,0.553,0.790,-52.490,16.174,12.146

0.363,0.515,0.778,-47.852,13.367,9.399

0.348,0.462,0.777,-39.856,10.681,8.057

0.356,0.433,0.781,-39.490,8.423,7.019

0.361,0.427,0.780,-45.166,6.165,5.371

0.355,0.390,0.780,-49.988,5.310,2.380

0.360,0.404,0.798,-57.617,6.653,-0.854

0.350,0.343,0.800,-57.495,7.629,-4.517

0.355,0.316,0.823,-58.716,8.179,-7.690

0.366,0.269,0.853,-56.580,8.057,-11.536

0.386,0.169,0.844,-57.922,6.897,-15.625

0.425,0.294,0.908,-70.862,10.681,-22.156

0.465,0.244,0.878,-48.279,5.249,-14.587

0.476,0.219,0.866,-31.189,0.732,-7.568

0.497,0.217,0.868,-26.855,3.174,-5.676

0.534,0.209,0.861,-20.081,8.240,-4.089

0.567,0.217,0.848,-11.841,15.320,-0.183

0.594,0.231,0.828,-8.118,26.123,6.042

0.594,0.231,0.810,-6.653,38.330,12.573

0.573,0.220,0.808,-3.174,50.903,18.188

0.548,0.202,0.770,3.784,62.195,22.095

0.543,0.223,0.768,10.498,70.251,23.865

0.582,0.250,0.771,12.024,77.942,23.865

0.601,0.275,0.776,9.827,86.914,25.208

0.576,0.319,0.771,5.859,97.534,28.625

0.386,0.463,0.731,-2.380,111.572,32.288

0.688,0.418,0.770,12.817,151.062,46.387

0.722,0.270,0.885,20.325,171.814,69.641

0.609,0.227,0.851,-22.278,135.315,65.552

0.485,0.225,0.830,-53.223,113.464,56.030

0.491,0.209,0.739,-49.316,108.582,62.805

0.497,0.247,0.668,-39.551,101.929,73.853

0.398,0.268,0.648,-33.936,97.656,76.233

0.343,0.196,0.548,-20.813,88.867,70.923

0.391,0.347,0.487,-13.245,84.900,61.890

0.393,0.587,0.488,-57.983,79.712,64.331

0.404,0.659,0.506,-101.379,69.763,93.018

0.431,0.604,0.547,-136.902,55.420,118.164

0.403,0.534,0.584,-172.119,39.612,122.192

0.406,0.359,0.619,-205.017,23.804,109.863

0.375,0.141,0.732,-217.346,3.479,87.402

0.203,-0.076,0.671,-195.618,-14.832,59.448

0.484,0.053,0.631,-154.541,-31.860,39.246

0.465,0.124,0.586,-120.361,-35.828,19.653



0.295,0.697,0.720,-302.734,-234.558,-136.658

0.278,0.452,0.693,-265.625,-273.987,-175.964

0.465,0.414,0.703,-212.830,-256.287,-185.730

0.423,0.293,1.032,-156.738,-251.282,-213.562

0.632,0.371,1.191,-75.378,-248.779,-219.604

0.793,0.164,1.120,-7.324,-219.849,-214.844

0.678,0.268,1.131,57.800,-155.090,-216.187

0.571,0.197,0.813,136.353,-67.444,-217.468

0.735,0.549,0.640,100.525,36.499,-176.514

0.669,0.679,0.680,63.599,113.647,-118.530

0.631,0.564,0.471,49.683,131.531,-47.729

0.641,0.428,0.318,10.803,144.653,-29.419

0.642,0.363,0.314,-42.480,140.625,-16.968

0.990,0.342,0.333,-80.261,132.324,-6.409

0.597,0.284,0.389,-107.178,114.563,32.837

0.298,0.119,0.472,-96.863,113.220,74.707

2.056,0.325,0.574,-69.885,126.038,85.815

0.873,0.121,0.295,-41.565,81.116,70.984

0.495,0.075,0.575,-6.653,85.266,64.026

1.033,0.358,0.686,-60.181,60.852,61.584

0.890,0.171,0.627,-60.242,42.419,49.622

1.186,0.464,0.416,-66.101,24.109,39.734

1.221,0.615,1.059,-84.595,11.536,13.123

0.204,0.571,0.324,-134.399,31.494,-30.518

0.522,0.659,0.441,-97.290,24.414,-64.026

0.630,0.636,0.520,-68.604,22.827,-78.613

0.796,0.797,0.461,-52.002,40.771,-70.679

0.748,0.816,0.435,-38.879,60.364,-49.927

0.610,0.651,0.420,-30.884,83.862,-33.691

0.631,0.563,0.496,-27.344,113.770,-14.465

0.754,0.514,0.626,-20.813,152.649,3.235

0.954,0.589,0.369,-7.446,195.007,17.395

0.962,0.579,0.583,0.366,222.351,16.235

1.010,0.735,0.459,-7.568,243.713,-2.136

0.891,0.604,0.216,-14.526,258.606,-38.879

0.897,0.241,-0.336,-36.743,251.770,-78.918

0.887,-0.361,-1.010,-33.630,197.449,-89.050

0.859,-0.481,-1.278,-8.545,97.290,-48.157

0.709,-0.121,-1.194,25.757,-27.954,21.912

0.762,0.238,-0.912,28.198,-160.278,69.580

0.526,0.526,-0.551,38.635,-269.836,94.360

-0.036,1.244,0.378,105.957,-341.614,119.751

0.185,1.410,0.958,183.838,-397.949,124.573

0.200,1.095,1.182,123.047,-397.949,33.264

0.543,0.819,1.232,104.858,-312.256,-90.698

0.713,0.420,1.248,112.854,-220.398,-170.044

0.728,0.071,1.169,107.239,-138.000,-196.106

0.723,-0.076,1.011,90.698,-66.956,-184.998

0.726,0.067,0.819,55.054,-23.499,-156.250

0.744,0.244,0.632,35.767,1.770,-134.155

0.780,0.249,0.451,25.269,9.216,-125.854

0.833,0.147,0.294,20.996,2.441,-117.310

0.896,0.071,0.233,26.550,-14.282,-97.595

0.904,0.057,0.305,40.161,-37.048,-69.519

0.885,0.085,0.454,51.086,-57.922,-41.565

0.891,0.119,0.596,53.528,-71.594,-21.118

0.861,0.137,0.727,45.715,-78.491,-7.874

0.786,0.182,0.820,32.166,-79.529,-0.122

0.716,0.245,0.874,16.968,-75.256,1.099

0.646,0.302,0.859,2.197,-65.369,-4.272

0.585,0.346,0.778,-6.958,-52.795,-15.320

0.556,0.358,0.666,-8.362,-43.396,-30.640

0.562,0.365,0.523,-3.296,-40.588,-45.410

0.561,0.367,0.382,11.169,-45.532,-55.908

0.585,0.335,0.256,32.532,-58.105,-62.622

0.628,0.260,0.181,44.800,-78.369,-65.735

0.620,0.241,0.171,49.561,-104.248,-62.744

0.547,0.137,0.155,56.885,-130.310,-55.969

0.570,0.078,0.215,35.339,-158.325,-44.312

0.572,0.048,0.242,41.443,-185.120,-30.334

0.534,0.117,0.451,40.710,-218.933,-15.747

0.483,0.062,0.687,38.574,-253.601,-13.245

0.437,0.071,1.030,18.005,-285.400,-19.653

0.298,0.314,1.401,-41.016,-317.566,-33.691

0.276,0.175,1.427,-47.913,-293.030,-70.435

0.328,-0.097,1.585,-43.884,-249.939,-98.633

0.378,-0.167,1.576,-34.485,-213.440,-82.886

0.261,-0.035,1.506,-21.240,-164.001,-48.401

0.264,0.020,1.313,0.366,-75.806,-34.302

0.392,-0.005,1.083,33.264,11.292,-31.311

0.382,-0.062,0.910,58.350,78.613,-14.587

0.333,-0.047,0.826,41.687,123.047,14.954

0.314,-0.094,0.722,64.392,151.550,42.664

0.469,-0.049,0.600,72.205,155.212,60.730

0.629,0.051,0.541,76.477,131.165,68.176

0.728,0.094,0.498,79.773,91.614,67.017

0.652,0.112,0.518,65.369,39.246,64.270

0.529,0.147,0.637,42.603,-18.311,56.702

0.383,0.206,0.770,32.288,-64.819,33.325

0.390,0.142,0.887,26.428,-93.994,2.319

0.447,0.060,0.999,20.691,-103.577,-22.766

0.473,-0.015,1.035,21.240,-94.055,-30.762

0.444,0.022,0.999,22.888,-72.510,-24.475

0.386,0.027,0.999,29.663,-53.040,-16.846

0.326,0.012,0.978,45.288,-34.668,-11.963

0.290,0.044,0.952,51.331,-19.653,-9.033

0.331,0.061,0.933,50.598,-8.057,-5.981

0.394,0.086,0.859,46.875,1.526,-3.601

0.384,0.107,0.808,38.208,7.629,-2.136

0.365,0.182,0.730,29.663,8.240,-3.174

0.348,0.263,0.668,2.747,0.793,-18.921

0.348,0.293,0.635,-43.640,-13.367,-54.871

0.324,0.173,0.653,-79.834,-36.499,-98.022

0.291,0.029,0.689,-79.895,-66.223,-125.488

0.266,-0.110,0.806,-64.209,-96.619,-132.690

0.253,-0.143,0.943,-53.528,-120.056,-124.329

0.229,-0.126,1.103,-48.218,-131.226,-108.887

0.200,-0.105,1.267,-35.034,-127.991,-90.515

0.177,-0.062,1.358,-21.179,-108.948,-72.571

0.192,-0.098,1.388,-1.526,-80.078,-60.547

0.236,-0.160,1.307,16.479,-44.617,-45.715

0.265,-0.120,1.102,21.484,-4.700,-23.560

0.263,0.090,0.828,18.188,30.457,4.028

0.215,0.181,0.604,23.010,50.049,13.306

0.170,0.232,0.458,31.921,53.040,7.385

0.156,0.249,0.429,34.729,39.734,-10.010

0.240,0.354,0.453,32.288,17.517,-33.813

0.344,0.246,0.531,17.090,-8.911,-63.538

0.366,-0.077,0.701,-1.404,-33.875,-83.862



1.367,-0.721,0.595,97.656,84.473,-99.792

1.231,-0.668,0.649,95.398,56.580,-77.148

1.105,-0.741,0.699,75.989,23.376,-68.420

1.022,-0.441,0.674,62.744,27.405,-49.622

0.792,-0.494,0.585,81.055,62.988,-49.927

0.757,-0.580,0.529,75.378,92.773,-58.228

0.747,-0.421,0.502,78.796,136.169,-30.823

0.713,-0.286,0.465,82.886,176.147,-6.592

0.826,-0.332,0.410,63.660,201.904,-7.629

1.096,-0.399,0.267,57.800,240.967,-8.362

1.145,-0.389,0.054,80.933,283.142,10.620

0.850,-0.552,-0.077,87.830,284.668,38.879

0.678,-0.563,-0.154,76.904,244.324,55.176

0.555,-0.318,-0.164,69.153,192.322,65.063

0.385,-0.166,-0.176,58.044,135.437,56.641

0.354,-0.074,-0.151,43.335,81.116,21.240

0.537,-0.105,-0.097,22.888,37.354,-26.184

0.610,-0.696,-0.140,24.109,10.864,-47.546

0.629,-0.457,-0.008,9.399,-18.738,-5.310

0.740,-0.039,0.209,-25.085,-18.311,9.644

0.905,-0.363,0.366,-21.851,29.724,-45.776

1.170,-0.351,0.373,5.310,113.525,-86.426

1.127,-0.661,0.219,31.250,186.096,-94.177

1.330,-1.519,0.139,18.921,202.209,-85.876

0.787,-0.699,-0.014,-4.456,193.420,23.132

0.782,-0.520,-0.296,5.615,207.336,70.374

0.778,-0.358,-0.367,50.537,194.519,78.857

0.778,-0.236,-0.445,46.143,182.129,75.073

0.767,-0.159,-0.516,27.222,175.537,61.218

0.781,-0.471,-0.574,19.714,163.574,36.438

0.751,-0.462,-0.635,7.385,150.146,38.208

0.758,-0.368,-0.649,10.437,140.991,55.603

0.771,-0.238,-0.622,32.288,128.662,64.819

0.843,-0.167,-0.589,48.706,116.333,62.012

0.803,-0.121,-0.517,49.072,102.051,51.758

0.777,-0.228,-0.486,49.194,96.558,40.283

0.711,-0.341,-0.462,51.880,102.783,36.926

0.677,-0.385,-0.441,57.251,119.263,44.800

0.662,-0.355,-0.426,63.782,140.381,54.749

0.644,-0.219,-0.439,64.026,161.987,57.556

0.785,-0.066,-0.531,45.898,177.979,47.119

0.681,0.027,-0.592,20.081,180.542,19.104

0.573,-0.052,-0.633,14.221,179.016,-20.264

0.782,-0.276,-0.697,20.935,177.307,-63.354

0.771,-0.418,-0.687,15.503,161.926,-95.642

0.737,-0.537,-0.603,5.981,142.517,-94.238

0.713,-0.531,-0.587,13.367,136.475,-69.214

0.618,-0.452,-0.577,-5.981,138.550,-43.274

0.993,-0.570,-0.638,-10.498,144.043,-27.649

0.917,-0.070,-0.499,-6.775,151.062,27.405

0.557,0.247,-0.453,11.597,138.733,12.634

0.339,0.120,-0.459,35.217,145.874,-82.458

0.255,0.001,-0.445,36.377,169.067,-167.969

0.201,-0.109,-0.414,41.565,199.036,-227.112

0.169,-0.177,-0.406,52.551,232.361,-261.292

0.119,-0.223,-0.403,57.190,270.020,-273.621

0.224,-0.243,-0.424,54.993,311.035,-272.644

0.342,-0.384,-0.754,108.948,397.461,-264.648

0.250,-0.288,-0.725,114.929,478.149,-223.267

-0.299,-0.106,-0.640,105.530,497.986,-180.664

-0.439,-0.016,-0.630,102.539,524.963,-173.889

0.057,-1.038,-2.401,253.235,489.868,-171.204

-0.519,0.695,-0.869,297.241,41.992,-58.533

-0.239,0.655,-0.743,43.762,-59.998,-144.897

-0.267,0.314,-1.096,49.072,0.000,-248.779

-0.360,0.163,-1.035,56.519,-44.739,-285.583

-0.232,-0.059,-1.024,60.120,-45.959,-286.682

-0.188,-0.311,-0.946,53.040,-42.236,-273.926

-0.178,-0.356,-0.942,70.435,-35.645,-259.644

-0.167,-0.349,-0.966,85.083,-27.344,-232.300

-0.149,-0.292,-0.997,96.924,-19.470,-202.087

-0.136,-0.249,-0.992,96.802,-12.329,-173.706

-0.185,-0.185,-1.030,96.252,-7.019,-152.405

-0.143,-0.177,-1.026,88.257,-1.343,-134.644

-0.121,-0.161,-1.031,85.205,2.014,-117.432

-0.120,-0.223,-1.031,77.576,3.113,-94.177

-0.129,-0.255,-1.076,67.444,3.357,-65.369

-0.114,-0.136,-1.040,48.340,0.610,-29.236

-0.100,-0.010,-1.025,18.555,-0.916,-1.892

-0.101,-0.025,-1.028,-4.272,0.244,3.723

-0.106,-0.085,-1.026,-21.240,0.732,7.385

-0.101,-0.070,-1.012,-24.109,-0.549,14.221

-0.097,-0.025,-1.008,-18.738,-1.221,19.531

-0.094,0.001,-1.005,-12.634,-0.916,18.127

-0.094,0.009,-1.011,-4.028,-0.427,11.230

-0.097,-0.035,-1.010,1.587,-0.061,3.540

-0.098,-0.038,-1.012,5.432,0.061,0.793

-0.099,-0.036,-1.017,8.545,0.183,0.366

-0.099,-0.034,-1.016,8.850,0.488,0.305

-0.098,-0.033,-1.017,8.484,0.427,0.427

-0.099,-0.032,-1.017,8.240,0.244,0.305

-0.099,-0.030,-1.016,8.240,0.183,0.366

-0.100,-0.028,-1.019,7.385,0.183,0.549

-0.101,-0.027,-1.021,5.554,-0.061,0.732

-0.100,-0.027,-1.020,2.747,-0.183,0.916

-0.100,-0.028,-1.020,-0.305,-0.183,1.160

-0.099,-0.030,-1.016,-1.892,-0.244,1.465

-0.098,-0.032,-1.015,-1.587,-0.183,1.282

-0.098,-0.034,-1.013,0.122,-0.122,1.282

-0.099,-0.032,-1.014,3.052,-0.061,1.038

-0.099,-0.030,-1.016,5.249,0.061,0.671

-0.099,-0.028,-1.016,5.859,0.122,0.549

-0.099,-0.026,-1.017,5.554,0.061,0.732

-0.100,-0.026,-1.020,4.333,-0.061,0.793

-0.100,-0.027,-1.016,1.953,-0.061,1.038

-0.099,-0.027,-1.018,1.282,-0.122,1.038

-0.099,-0.027,-1.016,0.916,-0.122,1.099

-0.098,-0.028,-1.016,1.221,-0.183,1.038

-0.098,-0.028,-1.016,2.014,-0.122,1.038

-0.099,-0.027,-1.016,2.319,0.061,0.977

-0.099,-0.027,-1.017,2.197,-0.061,1.099

-0.099,-0.026,-1.016,2.075,0.000,0.977

-0.099,-0.027,-1.015,2.075,0.061,0.977

-0.099,-0.027,-1.015,1.953,-0.244,1.038

-0.100,-0.026,-1.016,1.892,-0.061,0.977

-0.099,-0.026,-1.014,1.648,0.061,1.038

-0.099,-0.028,-1.015,1.404,-0.061,0.977

-0.099,-0.028,-1.016,1.648,-0.122,0.977

-0.099,-0.027,-1.016,1.953,-0.183,0.977




